#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class,Deleted
1,,Warmup Flag,,,,,,9:51:08.313,,,,,,,,,
2,,Green Flag,,,,,0.000,10:02:14.585,,,,,,,,,
1030,27,B.E.T BMW 330,127,131,1:24.433,91'7,2:37:44.043,12:39:58.628,143,155,0,,7493526,0,,R1,No
1031,2,Team Skeppsbrons BMW M3 E36,124,131,1:35.229,81'3,2:37:49.325,12:40:03.910,161,162,0,,4867808,0,,R1,No
1032,4,SMK Racing Renault Clio,131,131,1:08.906,112'3,2:37:52.514,12:40:07.099,121,168,0,,7622978,0,,R1,No
1033,71,Roslagen Racing BMW 323 Compact,51,131,1:19.993,96'8,2:37:59.689,12:40:14.274,108,152,0,,7637509,0,,Standard,No
1034,44,Tommes Pack Seat Leon,132,132,1:06.050,117'2,2:38:14.061,12:40:28.646,147,180,0,,9788538,0,,R2,No
1035,30,Team Gävlarna Clio ,131,132,1:07.120,115'3,2:38:19.800,12:40:34.385,117,159,0,,3289056,0,,R1,No
1036,3,Team Häsen Racing Sweden VW Polo,123,132,1:10.730,109'4,2:38:25.570,12:40:40.155,78,142,0,,9515691,0,,R1,No
1037,4,SMK Racing Renault Clio,132,132,1:09.595,111'2,2:39:02.109,12:41:16.694,119,166,0,,7622978,0,,R1,No
1038,2,Team Skeppsbrons BMW M3 E36,125,132,1:24.049,92'1,2:39:13.374,12:41:27.959,157,164,0,,4867808,0,,R1,No
1039,44,Tommes Pack Seat Leon,133,133,1:08.545,112'9,2:39:22.606,12:41:37.191,153,179,0,,9788538,0,,R2,No
1040,71,Roslagen Racing BMW 323 Compact,52,133,1:23.695,92'5,2:39:23.384,12:41:37.969,129,155,0,,7637509,0,,Standard,No
1041,30,Team Gävlarna Clio ,132,133,1:06.862,115'8,2:39:26.662,12:41:41.247,121,159,0,,3289056,0,,R1,No
1042,3,Team Häsen Racing Sweden VW Polo,124,133,1:11.356,108'5,2:39:36.926,12:41:51.511,85,144,0,,9515691,0,,R1,No
1043,4,SMK Racing Renault Clio,133,133,1:07.512,114'6,2:40:09.621,12:42:24.206,121,167,0,,7622978,0,,R1,No
1044,44,Tommes Pack Seat Leon,134,134,1:08.383,113'2,2:40:30.989,12:42:45.574,145,181,0,,9788538,0,,R2,No
1045,2,Team Skeppsbrons BMW M3 E36,126,134,1:17.869,99'4,2:40:31.243,12:42:45.828,156,162,0,,4867808,0,,R1,No
1046,30,Team Gävlarna Clio ,133,134,1:09.647,111'1,2:40:36.309,12:42:50.894,123,160,0,,3289056,0,,R1,No
1047,71,Roslagen Racing BMW 323 Compact,53,134,1:17.435,100'0,2:40:40.819,12:42:55.404,112,153,0,,7637509,0,,Standard,No
1048,3,Team Häsen Racing Sweden VW Polo,125,134,1:10.556,109'7,2:40:47.482,12:43:02.067,87,145,0,,9515691,0,,R1,No
1049,4,SMK Racing Renault Clio,134,134,1:07.524,114'6,2:41:17.145,12:43:31.730,123,168,0,,7622978,0,,R1,No
1050,44,Tommes Pack Seat Leon,135,135,1:06.463,116'5,2:41:37.452,12:43:52.037,149,178,0,,9788538,0,,R2,No
1051,30,Team Gävlarna Clio ,134,135,1:07.917,114'0,2:41:44.226,12:43:58.811,117,159,0,,3289056,0,,R1,No
1052,2,Team Skeppsbrons BMW M3 E36,127,135,1:16.987,100'5,2:41:48.230,12:44:02.815,157,163,0,,4867808,0,,R1,No
1053,3,Team Häsen Racing Sweden VW Polo,126,135,1:10.373,110'0,2:41:57.855,12:44:12.440,66,145,0,,9515691,0,,R1,No
1054,71,Roslagen Racing BMW 323 Compact,54,135,1:17.063,100'4,2:41:57.882,12:44:12.467,105,158,0,,7637509,0,,Standard,No
1055,4,SMK Racing Renault Clio,135,135,1:07.548,114'6,2:42:24.693,12:44:39.278,121,169,0,,7622978,0,,R1,No
1056,44,Tommes Pack Seat Leon,136,136,1:06.665,116'1,2:42:44.117,12:44:58.702,146,176,0,,9788538,0,,R2,No
1057,30,Team Gävlarna Clio ,135,136,1:07.985,113'8,2:42:52.211,12:45:06.796,118,160,0,,3289056,0,,R1,No
1058,2,Team Skeppsbrons BMW M3 E36,128,136,1:16.634,101'0,2:43:04.864,12:45:19.449,156,162,0,,4867808,0,,R1,No
1059,3,Team Häsen Racing Sweden VW Polo,127,136,1:10.107,110'4,2:43:07.962,12:45:22.547,75,143,0,,9515691,0,,R1,No
1060,71,Roslagen Racing BMW 323 Compact,55,136,1:15.553,102'4,2:43:13.435,12:45:28.020,125,156,0,,7637509,0,,Standard,No
1061,4,SMK Racing Renault Clio,136,136,1:07.613,114'5,2:43:32.306,12:45:46.891,123,167,0,,7622978,0,,R1,No
1062,44,Tommes Pack Seat Leon,137,137,1:07.173,115'2,2:43:51.290,12:46:05.875,155,178,0,,9788538,0,,R2,No
1063,30,Team Gävlarna Clio ,136,137,1:08.935,112'3,2:44:01.146,12:46:15.731,113,157,0,,3289056,0,,R1,No
1064,3,Team Häsen Racing Sweden VW Polo,128,137,1:10.101,110'4,2:44:18.063,12:46:32.648,92,146,0,,9515691,0,,R1,No
1065,2,Team Skeppsbrons BMW M3 E36,129,137,1:16.658,101'0,2:44:21.522,12:46:36.107,154,162,0,,4867808,0,,R1,No
1066,71,Roslagen Racing BMW 323 Compact,56,137,1:15.913,102'0,2:44:29.348,12:46:43.933,97,150,0,,7637509,0,,Standard,No
1067,4,SMK Racing Renault Clio,137,137,1:07.217,115'1,2:44:39.523,12:46:54.108,122,165,0,,7622978,0,,R1,No
1068,44,Tommes Pack Seat Leon,138,138,1:07.298,115'0,2:44:58.588,12:47:13.173,142,176,0,,9788538,0,,R2,No
1069,30,Team Gävlarna Clio ,137,138,1:07.817,114'1,2:45:08.963,12:47:23.548,118,160,0,,3289056,0,,R1,No
1070,3,Team Häsen Racing Sweden VW Polo,129,138,1:10.064,110'5,2:45:28.127,12:47:42.712,81,144,0,,9515691,0,,R1,No
1071,2,Team Skeppsbrons BMW M3 E36,130,138,1:17.587,99'8,2:45:39.109,12:47:53.694,148,163,0,,4867808,0,,R1,No
1072,71,Roslagen Racing BMW 323 Compact,57,138,1:16.997,100'5,2:45:46.345,12:48:00.930,120,155,0,,7637509,0,,Standard,No
1073,4,SMK Racing Renault Clio,138,138,1:08.101,113'7,2:45:47.624,12:48:02.209,127,171,0,,7622978,0,,R1,No
1074,27,B.E.T BMW 330,128,138,8:06.440,15'9,2:45:50.483,12:48:05.068,120,157,0,,7493526,0,,R1,No
1075,44,Tommes Pack Seat Leon,139,139,1:06.280,116'8,2:46:04.868,12:48:19.453,150,177,0,,9788538,0,,R2,No
1076,30,Team Gävlarna Clio ,138,139,1:08.388,113'2,2:46:17.351,12:48:31.936,123,161,0,,3289056,0,,R1,No
1077,3,Team Häsen Racing Sweden VW Polo,130,139,1:09.993,110'6,2:46:38.120,12:48:52.705,89,144,19,,9515691,0,,R1,No
1078,4,SMK Racing Renault Clio,139,139,1:08.358,113'2,2:46:55.982,12:49:10.567,112,172,19,,7622978,0,,R1,No
1079,2,Team Skeppsbrons BMW M3 E36,131,139,1:16.972,100'6,2:46:56.081,12:49:10.666,131,159,19,,4867808,0,,R1,No
1080,27,B.E.T BMW 330,129,139,1:12.899,106'2,2:47:03.382,12:49:17.967,116,157,19,,7493526,0,,R1,No
1081,71,Roslagen Racing BMW 323 Compact,58,139,1:17.661,99'7,2:47:04.006,12:49:18.591,121,155,19,,7637509,0,,Standard,No
1082,44,Tommes Pack Seat Leon,140,140,1:05.503,118'2,2:47:10.371,12:49:24.956,134,177,19,,9788538,0,,R2,No
1083,30,Team Gävlarna Clio ,139,140,1:07.415,114'8,2:47:24.766,12:49:39.351,110,157,4,,3289056,0,,R1,No
1084,3,Team Häsen Racing Sweden VW Polo,131,140,1:10.022,110'5,2:47:48.142,12:50:02.727,87,145,4,,9515691,0,,R1,No
1085,4,SMK Racing Renault Clio,140,140,1:06.857,115'8,2:48:02.839,12:50:17.424,118,167,4,,7622978,0,,R1,No
1086,27,B.E.T BMW 330,130,140,1:09.668,111'1,2:48:13.050,12:50:27.635,94,160,4,,7493526,0,,R1,No
1087,2,Team Skeppsbrons BMW M3 E36,132,140,1:17.047,100'5,2:48:13.128,12:50:27.713,138,159,4,,4867808,0,,R1,No
1088,44,Tommes Pack Seat Leon,141,141,1:05.978,117'3,2:48:16.349,12:50:30.934,146,177,4,,9788538,0,,R2,No
1089,71,Roslagen Racing BMW 323 Compact,59,141,1:16.936,100'6,2:48:20.942,12:50:35.527,117,155,4,,7637509,0,,Standard,No
1090,30,Team Gävlarna Clio ,140,141,1:07.613,114'5,2:48:32.379,12:50:46.964,117,160,3,,3289056,0,,R1,No
1091,3,Team Häsen Racing Sweden VW Polo,132,141,1:09.852,110'8,2:48:57.994,12:51:12.579,97,148,3,,9515691,0,,R1,No
1092,4,SMK Racing Renault Clio,141,141,1:07.038,115'5,2:49:09.877,12:51:24.462,129,170,3,,7622978,0,,R1,No
1093,27,B.E.T BMW 330,131,141,1:08.999,112'2,2:49:22.049,12:51:36.634,118,158,3,,7493526,0,,R1,No
1094,44,Tommes Pack Seat Leon,142,142,1:08.351,113'2,2:49:24.700,12:51:39.285,151,178,6,,9788538,0,,R2,No
1095,2,Team Skeppsbrons BMW M3 E36,133,142,1:16.920,100'6,2:49:30.048,12:51:44.633,155,163,6,,4867808,0,,R1,No
1096,71,Roslagen Racing BMW 323 Compact,60,142,1:16.529,101'1,2:49:37.471,12:51:52.056,113,154,6,,7637509,0,,Standard,No
1097,30,Team Gävlarna Clio ,141,142,1:07.969,113'9,2:49:40.348,12:51:54.933,118,159,6,,3289056,0,,R1,No
1098,3,Team Häsen Racing Sweden VW Polo,133,142,1:10.143,110'3,2:50:08.137,12:52:22.722,90,145,6,,9515691,0,,R1,No
1099,4,SMK Racing Renault Clio,142,142,1:07.485,114'7,2:50:17.362,12:52:31.947,128,170,6,,7622978,0,,R1,No
1100,27,B.E.T BMW 330,132,142,1:09.500,111'4,2:50:31.549,12:52:46.134,112,156,6,,7493526,0,,R1,No
1101,44,Tommes Pack Seat Leon,143,143,1:07.241,115'1,2:50:31.941,12:52:46.526,154,179,6,,9788538,0,,R2,No
1102,2,Team Skeppsbrons BMW M3 E36,134,143,1:16.683,100'9,2:50:46.731,12:53:01.316,148,163,6,,4867808,0,,R1,No
1103,71,Roslagen Racing BMW 323 Compact,61,143,1:17.562,99'8,2:50:55.033,12:53:09.618,108,154,6,,7637509,0,,Standard,No
1104,30,Team Gävlarna Clio ,142,143,1:18.974,98'0,2:50:59.322,12:53:13.907,115,157,6,,3289056,0,,R1,No
1105,3,Team Häsen Racing Sweden VW Polo,134,143,1:10.242,110'2,2:51:18.379,12:53:32.964,93,147,6,,9515691,0,,R1,No
1106,4,SMK Racing Renault Clio,143,143,1:07.896,114'0,2:51:25.258,12:53:39.843,124,168,4,,7622978,0,,R1,No
1107,44,Tommes Pack Seat Leon,144,144,1:06.618,116'2,2:51:38.559,12:53:53.144,145,178,4,,9788538,0,,R2,No
1108,27,B.E.T BMW 330,133,144,1:10.725,109'4,2:51:42.274,12:53:56.859,109,154,4,,7493526,0,,R1,No
1109,2,Team Skeppsbrons BMW M3 E36,135,144,1:16.227,101'5,2:52:02.958,12:54:17.543,155,161,4,,4867808,0,,R1,No
1110,30,Team Gävlarna Clio ,143,144,1:09.034,112'1,2:52:08.356,12:54:22.941,112,157,4,,3289056,0,,R1,No
1111,71,Roslagen Racing BMW 323 Compact,62,144,1:17.151,100'3,2:52:12.184,12:54:26.769,119,153,4,,7637509,0,,Standard,No
1112,3,Team Häsen Racing Sweden VW Polo,135,144,1:10.102,110'4,2:52:28.481,12:54:43.066,106,149,4,,9515691,0,,R1,No
1113,4,SMK Racing Renault Clio,144,144,1:06.962,115'6,2:52:32.220,12:54:46.805,129,169,4,,7622978,0,,R1,No
1114,44,Tommes Pack Seat Leon,145,145,1:06.830,115'8,2:52:45.389,12:54:59.974,147,176,4,,9788538,0,,R2,No
1115,27,B.E.T BMW 330,134,145,1:08.914,112'3,2:52:51.188,12:55:05.773,110,155,4,,7493526,0,,R1,No
1116,2,Team Skeppsbrons BMW M3 E36,136,145,1:14.912,103'3,2:53:17.870,12:55:32.455,162,162,4,,4867808,0,,R1,No
1117,30,Team Gävlarna Clio ,144,145,1:10.084,110'4,2:53:18.440,12:55:33.025,114,157,4,,3289056,0,,R1,No
1118,71,Roslagen Racing BMW 323 Compact,63,145,1:18.189,99'0,2:53:30.373,12:55:44.958,110,155,20,,7637509,0,,Standard,No
1119,3,Team Häsen Racing Sweden VW Polo,136,145,1:10.110,110'4,2:53:38.591,12:55:53.176,102,148,20,,9515691,0,,R1,No
1120,4,SMK Racing Renault Clio,145,145,1:07.095,115'4,2:53:39.315,12:55:53.900,126,167,20,,7622978,0,,R1,No
1121,44,Tommes Pack Seat Leon,146,146,1:06.396,116'6,2:53:51.785,12:56:06.370,150,178,20,,9788538,0,,R2,No
1122,27,B.E.T BMW 330,135,146,1:08.657,112'7,2:53:59.845,12:56:14.430,120,159,20,,7493526,0,,R1,No
1123,30,Team Gävlarna Clio ,145,146,1:09.184,111'9,2:54:27.624,12:56:42.209,119,158,4,,3289056,0,,R1,No
1124,2,Team Skeppsbrons BMW M3 E36,137,146,1:13.536,105'3,2:54:31.406,12:56:45.991,146,162,4,,4867808,0,,R1,No
1125,71,Roslagen Racing BMW 323 Compact,64,146,1:15.968,101'9,2:54:46.341,12:57:00.926,128,156,4,,7637509,0,,Standard,No
1126,4,SMK Racing Renault Clio,146,146,1:08.102,113'7,2:54:47.417,12:57:02.002,131,171,4,,7622978,0,,R1,No
1127,3,Team Häsen Racing Sweden VW Polo,137,146,1:10.175,110'3,2:54:48.766,12:57:03.351,99,147,4,,9515691,0,,R1,No
1128,44,Tommes Pack Seat Leon,147,147,1:06.880,115'7,2:54:58.665,12:57:13.250,155,180,4,,9788538,0,,R2,No
1129,27,B.E.T BMW 330,136,147,1:09.576,111'2,2:55:09.421,12:57:24.006,102,155,4,,7493526,0,,R1,No
1130,30,Team Gävlarna Clio ,146,147,1:09.589,111'2,2:55:37.213,12:57:51.798,118,161,6,,3289056,0,,R1,No
1131,2,Team Skeppsbrons BMW M3 E36,138,147,1:12.037,107'4,2:55:43.443,12:57:58.028,151,160,6,,4867808,0,,R1,No
1132,4,SMK Racing Renault Clio,147,147,1:07.235,115'1,2:55:54.652,12:58:09.237,125,167,6,,7622978,0,,R1,No
1133,3,Team Häsen Racing Sweden VW Polo,138,147,1:11.285,108'6,2:56:00.051,12:58:14.636,87,146,6,,9515691,0,,R1,No
1134,71,Roslagen Racing BMW 323 Compact,65,147,1:17.316,100'1,2:56:03.657,12:58:18.242,116,156,6,,7637509,0,,Standard,No
1135,44,Tommes Pack Seat Leon,148,148,1:08.204,113'5,2:56:06.869,12:58:21.454,162,179,6,,9788538,0,,R2,No
1136,27,B.E.T BMW 330,137,148,1:09.792,110'9,2:56:19.213,12:58:33.798,104,155,6,,7493526,0,,R1,No
1137,30,Team Gävlarna Clio ,147,148,1:08.901,112'3,2:56:46.114,12:59:00.699,121,161,6,,3289056,0,,R1,No
1138,2,Team Skeppsbrons BMW M3 E36,139,148,1:12.518,106'7,2:56:55.961,12:59:10.546,150,164,6,,4867808,0,,R1,No
1139,4,SMK Racing Renault Clio,148,148,1:06.856,115'8,2:57:01.508,12:59:16.093,129,170,6,,7622978,0,,R1,No
1140,3,Team Häsen Racing Sweden VW Polo,139,148,1:10.497,109'8,2:57:10.548,12:59:25.133,88,145,6,,9515691,0,,R1,No
1141,44,Tommes Pack Seat Leon,149,149,1:09.064,112'1,2:57:15.933,12:59:30.518,151,179,6,,9788538,0,,R2,No
1142,71,Roslagen Racing BMW 323 Compact,66,149,1:18.827,98'2,2:57:22.484,12:59:37.069,112,154,6,,7637509,0,,Standard,No
1143,,Run Stopped,,,,,2:57:48.332,13:00:02.917,,,,,,,,,
